0.000000000000000000e+00,6.855158730158730229e-01,5.515873015873016261e-01,6.250000000000000000e-01
1.000000000000000000e+00,7.589285714285713969e-01,8.630952380952381375e-01,6.507936507936508130e-01
2.000000000000000000e+00,5.753968253968253510e-01,4.365079365079365115e-01,6.944444444444444198e-01
3.000000000000000000e+00,6.269841269841269771e-01,6.220238095238095344e-01,6.775793650793651146e-01
4.000000000000000000e+00,5.565476190476190688e-01,6.170634920634920917e-01,6.825396825396825573e-01
5.000000000000000000e+00,6.458333333333333703e-01,6.309523809523809312e-01,6.805555555555555802e-01
6.000000000000000000e+00,5.208333333333333703e-01,3.720238095238095344e-01,4.216269841269841279e-01
7.000000000000000000e+00,7.509920634920634885e-01,4.384920634920634885e-01,4.216269841269841279e-01
8.000000000000000000e+00,6.011904761904761640e-01,4.940476190476190688e-01,5.992063492063491870e-01
9.000000000000000000e+00,6.904761904761904656e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.000000000000000000e+01,6.656746031746031411e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.100000000000000000e+01,6.309523809523809312e-01,7.976190476190476719e-01,7.440476190476190688e-01
1.200000000000000000e+01,5.069444444444444198e-01,5.853174603174603474e-01,7.162698412698412787e-01
1.300000000000000000e+01,7.222222222222222099e-01,4.345238095238095344e-01,6.299603174603174427e-01
1.400000000000000000e+01,6.914682539682539542e-01,8.630952380952381375e-01,7.222222222222222099e-01
1.500000000000000000e+01,6.299603174603174427e-01,3.769841269841269771e-01,5.625000000000000000e-01
1.600000000000000000e+01,7.529761904761904656e-01,5.198412698412698818e-01,6.448412698412698818e-01
1.700000000000000000e+01,6.259920634920634885e-01,5.486111111111111605e-01,6.507936507936508130e-01
1.800000000000000000e+01,8.630952380952381375e-01,3.720238095238095344e-01,5.615079365079365115e-01
1.900000000000000000e+01,6.636904761904761640e-01,4.345238095238095344e-01,6.775793650793651146e-01
2.000000000000000000e+01,6.736111111111111605e-01,5.099206349206348854e-01,6.319444444444444198e-01
2.100000000000000000e+01,8.720238095238095344e-01,4.523809523809523836e-01,4.146825396825397081e-01
2.200000000000000000e+01,6.408730158730159276e-01,5.376984126984126755e-01,6.527777777777777901e-01
2.300000000000000000e+01,6.418650793650794162e-01,4.930555555555555802e-01,6.527777777777777901e-01
2.400000000000000000e+01,7.539682539682539542e-01,5.515873015873016261e-01,6.448412698412698818e-01
2.500000000000000000e+01,6.726190476190476719e-01,5.337301587301587213e-01,6.319444444444444198e-01
2.600000000000000000e+01,5.982142857142856984e-01,5.486111111111111605e-01,6.160714285714286031e-01
2.700000000000000000e+01,6.369047619047618625e-01,5.357142857142856984e-01,6.726190476190476719e-01
2.800000000000000000e+01,8.224206349206348854e-01,3.720238095238095344e-01,4.811507936507936622e-01
2.900000000000000000e+01,5.664682539682539542e-01,5.168650793650794162e-01,5.595238095238095344e-01
3.000000000000000000e+01,7.271825396825396526e-01,4.523809523809523836e-01,4.702380952380952328e-01
3.100000000000000000e+01,6.825396825396825573e-01,4.970238095238095344e-01,6.150793650793651146e-01
3.200000000000000000e+01,7.400793650793651146e-01,3.700396825396825573e-01,5.605158730158730229e-01
3.300000000000000000e+01,6.805555555555555802e-01,4.365079365079365115e-01,5.595238095238095344e-01
3.400000000000000000e+01,6.607142857142856984e-01,5.347222222222222099e-01,6.815476190476190688e-01
3.500000000000000000e+01,7.480158730158730229e-01,4.970238095238095344e-01,6.150793650793651146e-01
3.600000000000000000e+01,6.488095238095238360e-01,5.396825396825396526e-01,6.547619047619047672e-01
3.700000000000000000e+01,6.894841269841269771e-01,4.365079365079365115e-01,5.595238095238095344e-01
3.800000000000000000e+01,6.765873015873016261e-01,5.406746031746031411e-01,6.150793650793651146e-01
3.900000000000000000e+01,6.269841269841269771e-01,5.545634920634920917e-01,6.716269841269840724e-01
4.000000000000000000e+01,6.716269841269840724e-01,5.218253968253968589e-01,6.636904761904761640e-01
4.100000000000000000e+01,7.847222222222222099e-01,5.446428571428570953e-01,5.625000000000000000e-01
4.200000000000000000e+01,6.577380952380952328e-01,4.970238095238095344e-01,4.761904761904761640e-01
4.300000000000000000e+01,6.547619047619047672e-01,5.376984126984126755e-01,6.150793650793651146e-01
4.400000000000000000e+01,5.089285714285713969e-01,4.930555555555555802e-01,7.222222222222222099e-01
4.500000000000000000e+01,5.932539682539682557e-01,4.365079365079365115e-01,7.043650793650794162e-01
4.600000000000000000e+01,7.480158730158730229e-01,5.158730158730159276e-01,6.150793650793651146e-01
4.700000000000000000e+01,6.607142857142856984e-01,8.055555555555555802e-01,5.664682539682539542e-01
4.800000000000000000e+01,6.408730158730159276e-01,5.416666666666666297e-01,6.319444444444444198e-01
4.900000000000000000e+01,6.458333333333333703e-01,5.962301587301587213e-01,7.003968253968253510e-01
5.000000000000000000e+01,6.170634920634920917e-01,5.555555555555555802e-01,6.924603174603174427e-01
5.100000000000000000e+01,6.547619047619047672e-01,7.827380952380952328e-01,5.575396825396825573e-01
5.200000000000000000e+01,6.309523809523809312e-01,5.416666666666666297e-01,6.805555555555555802e-01
5.300000000000000000e+01,6.309523809523809312e-01,4.523809523809523836e-01,4.146825396825397081e-01
5.400000000000000000e+01,6.259920634920634885e-01,5.376984126984126755e-01,6.934523809523809312e-01
5.500000000000000000e+01,5.287698412698412787e-01,3.720238095238095344e-01,4.216269841269841279e-01
5.600000000000000000e+01,6.349206349206348854e-01,5.496031746031746490e-01,6.746031746031746490e-01
5.700000000000000000e+01,6.845238095238095344e-01,5.158730158730159276e-01,6.855158730158730229e-01
5.800000000000000000e+01,7.251984126984126755e-01,4.523809523809523836e-01,6.041666666666666297e-01
5.900000000000000000e+01,6.696428571428570953e-01,5.446428571428570953e-01,5.922619047619047672e-01
6.000000000000000000e+01,5.208333333333333703e-01,3.720238095238095344e-01,4.216269841269841279e-01
6.100000000000000000e+01,6.507936507936508130e-01,5.446428571428570953e-01,5.595238095238095344e-01
6.200000000000000000e+01,6.259920634920634885e-01,5.486111111111111605e-01,6.507936507936508130e-01
6.300000000000000000e+01,5.257936507936508130e-01,4.365079365079365115e-01,6.964285714285713969e-01
6.400000000000000000e+01,5.228174603174603474e-01,5.783730158730159276e-01,6.746031746031746490e-01
6.500000000000000000e+01,6.597222222222222099e-01,4.970238095238095344e-01,6.319444444444444198e-01
6.600000000000000000e+01,5.773809523809523281e-01,5.406746031746031411e-01,6.309523809523809312e-01
6.700000000000000000e+01,6.001984126984126755e-01,5.515873015873016261e-01,5.982142857142856984e-01
6.800000000000000000e+01,6.894841269841269771e-01,7.956349206349205838e-01,6.636904761904761640e-01
6.900000000000000000e+01,7.440476190476190688e-01,5.744047619047618625e-01,6.478174603174603474e-01
7.000000000000000000e+01,7.936507936507936067e-01,5.317460317460317443e-01,6.398809523809523281e-01
7.100000000000000000e+01,6.597222222222222099e-01,6.716269841269840724e-01,5.863095238095238360e-01
7.200000000000000000e+01,5.813492063492063933e-01,4.543650793650793607e-01,8.660714285714286031e-01
7.300000000000000000e+01,7.549603174603174427e-01,6.746031746031746490e-01,6.180555555555555802e-01
7.400000000000000000e+01,7.033730158730159276e-01,5.644841269841269771e-01,6.636904761904761640e-01
7.500000000000000000e+01,6.359126984126983739e-01,6.041666666666666297e-01,6.339285714285713969e-01
7.600000000000000000e+01,6.488095238095238360e-01,5.496031746031746490e-01,6.011904761904761640e-01
7.700000000000000000e+01,6.369047619047618625e-01,5.853174603174603474e-01,6.319444444444444198e-01
7.800000000000000000e+01,7.440476190476190688e-01,4.950396825396825573e-01,6.359126984126983739e-01
7.900000000000000000e+01,6.636904761904761640e-01,6.795634920634920917e-01,5.932539682539682557e-01
8.000000000000000000e+01,6.825396825396825573e-01,5.367063492063491870e-01,5.744047619047618625e-01
8.100000000000000000e+01,7.976190476190476719e-01,5.525793650793651146e-01,6.339285714285713969e-01
8.200000000000000000e+01,6.269841269841269771e-01,6.259920634920634885e-01,5.873015873015873245e-01
8.300000000000000000e+01,7.043650793650794162e-01,7.886904761904761640e-01,6.130952380952381375e-01
8.400000000000000000e+01,6.468253968253968589e-01,5.416666666666666297e-01,6.101190476190476719e-01
8.500000000000000000e+01,7.390873015873016261e-01,6.805555555555555802e-01,9.206349206349205838e-01
8.600000000000000000e+01,7.083333333333333703e-01,8.819444444444444198e-01,6.081349206349205838e-01
8.700000000000000000e+01,6.954365079365079083e-01,5.367063492063491870e-01,6.289682539682539542e-01
8.800000000000000000e+01,7.708333333333333703e-01,7.916666666666666297e-01,6.121031746031746490e-01
8.900000000000000000e+01,5.813492063492063933e-01,4.543650793650793607e-01,8.660714285714286031e-01
9.000000000000000000e+01,6.061507936507936067e-01,5.357142857142856984e-01,6.597222222222222099e-01
9.100000000000000000e+01,6.527777777777777901e-01,6.061507936507936067e-01,7.976190476190476719e-01
9.200000000000000000e+01,6.904761904761904656e-01,5.823412698412698818e-01,6.140873015873016261e-01
9.300000000000000000e+01,7.410714285714286031e-01,8.680555555555555802e-01,8.809523809523809312e-01
9.400000000000000000e+01,6.755952380952381375e-01,5.009920634920634885e-01,6.021825396825396526e-01
9.500000000000000000e+01,6.954365079365079083e-01,5.515873015873016261e-01,6.557539682539682557e-01
9.600000000000000000e+01,6.587301587301587213e-01,7.261904761904761640e-01,6.081349206349205838e-01
9.700000000000000000e+01,7.251984126984126755e-01,8.551587301587301182e-01,8.759920634920634885e-01
9.800000000000000000e+01,7.609126984126983739e-01,8.779761904761904656e-01,8.869047619047618625e-01
9.900000000000000000e+01,6.835317460317460458e-01,6.954365079365079083e-01,5.843253968253968589e-01
1.000000000000000000e+02,6.359126984126983739e-01,5.615079365079365115e-01,6.597222222222222099e-01
1.010000000000000000e+02,6.795634920634920917e-01,8.363095238095238360e-01,7.986111111111111605e-01
1.020000000000000000e+02,7.529761904761904656e-01,8.551587301587301182e-01,8.779761904761904656e-01
1.030000000000000000e+02,5.982142857142856984e-01,4.523809523809523836e-01,6.061507936507936067e-01
1.040000000000000000e+02,6.736111111111111605e-01,5.287698412698412787e-01,6.607142857142856984e-01
1.050000000000000000e+02,8.075396825396825573e-01,3.720238095238095344e-01,4.226190476190476164e-01
1.060000000000000000e+02,6.984126984126983739e-01,8.442460317460317443e-01,7.876984126984126755e-01
1.070000000000000000e+02,6.815476190476190688e-01,4.345238095238095344e-01,5.595238095238095344e-01
1.080000000000000000e+02,7.946428571428570953e-01,7.490079365079365115e-01,5.912698412698412787e-01
1.090000000000000000e+02,6.517857142857143016e-01,5.664682539682539542e-01,6.696428571428570953e-01
1.100000000000000000e+02,7.202380952380952328e-01,3.730158730158730229e-01,4.226190476190476164e-01
1.110000000000000000e+02,6.398809523809523281e-01,6.061507936507936067e-01,6.954365079365079083e-01
1.120000000000000000e+02,5.138888888888888395e-01,5.724206349206348854e-01,6.785714285714286031e-01
1.130000000000000000e+02,5.634920634920634885e-01,6.001984126984126755e-01,6.369047619047618625e-01
1.140000000000000000e+02,6.378968253968253510e-01,6.061507936507936067e-01,6.785714285714286031e-01
1.150000000000000000e+02,6.875000000000000000e-01,5.079365079365079083e-01,6.448412698412698818e-01
1.160000000000000000e+02,6.517857142857143016e-01,5.605158730158730229e-01,6.964285714285713969e-01
1.170000000000000000e+02,6.438492063492063933e-01,5.505952380952381375e-01,6.091269841269840724e-01
1.180000000000000000e+02,6.458333333333333703e-01,6.041666666666666297e-01,6.775793650793651146e-01
1.190000000000000000e+02,5.932539682539682557e-01,5.843253968253968589e-01,6.755952380952381375e-01
1.200000000000000000e+02,5.079365079365079083e-01,6.140873015873016261e-01,6.884920634920634885e-01
1.210000000000000000e+02,5.218253968253968589e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.220000000000000000e+02,5.208333333333333703e-01,4.375000000000000000e-01,4.216269841269841279e-01
1.230000000000000000e+02,5.634920634920634885e-01,6.001984126984126755e-01,6.845238095238095344e-01
1.240000000000000000e+02,6.428571428571429047e-01,5.525793650793651146e-01,6.507936507936508130e-01
1.250000000000000000e+02,5.793650793650794162e-01,5.416666666666666297e-01,5.922619047619047672e-01
1.260000000000000000e+02,5.833333333333333703e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.270000000000000000e+02,6.765873015873016261e-01,4.345238095238095344e-01,6.785714285714286031e-01
1.280000000000000000e+02,5.208333333333333703e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.290000000000000000e+02,5.218253968253968589e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.300000000000000000e+02,6.428571428571429047e-01,5.525793650793651146e-01,6.507936507936508130e-01
1.310000000000000000e+02,5.208333333333333703e-01,4.345238095238095344e-01,5.595238095238095344e-01
1.320000000000000000e+02,5.833333333333333703e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.330000000000000000e+02,5.664682539682539542e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.340000000000000000e+02,5.833333333333333703e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.350000000000000000e+02,6.597222222222222099e-01,5.376984126984126755e-01,5.922619047619047672e-01
1.360000000000000000e+02,5.178571428571429047e-01,4.365079365079365115e-01,6.904761904761904656e-01
1.370000000000000000e+02,5.833333333333333703e-01,4.970238095238095344e-01,5.595238095238095344e-01
1.380000000000000000e+02,6.408730158730159276e-01,5.694444444444444198e-01,6.765873015873016261e-01
1.390000000000000000e+02,5.773809523809523281e-01,4.970238095238095344e-01,6.319444444444444198e-01
1.400000000000000000e+02,5.208333333333333703e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.410000000000000000e+02,5.208333333333333703e-01,3.720238095238095344e-01,4.216269841269841279e-01
1.420000000000000000e+02,7.410714285714286031e-01,9.097222222222222099e-01,7.777777777777777901e-01
1.430000000000000000e+02,5.208333333333333703e-01,4.345238095238095344e-01,6.736111111111111605e-01
1.440000000000000000e+02,7.023809523809523281e-01,6.190476190476190688e-01,6.805555555555555802e-01
1.450000000000000000e+02,7.331349206349205838e-01,5.912698412698412787e-01,6.349206349206348854e-01
1.460000000000000000e+02,6.597222222222222099e-01,5.208333333333333703e-01,6.011904761904761640e-01
1.470000000000000000e+02,6.349206349206348854e-01,5.783730158730159276e-01,6.815476190476190688e-01
1.480000000000000000e+02,7.500000000000000000e-01,7.946428571428570953e-01,7.162698412698412787e-01
1.490000000000000000e+02,5.208333333333333703e-01,3.700396825396825573e-01,6.160714285714286031e-01
1.500000000000000000e+02,4.980158730158730229e-01,5.148809523809523281e-01,6.656746031746031411e-01
1.510000000000000000e+02,6.140873015873016261e-01,4.960317460317460458e-01,5.724206349206348854e-01
1.520000000000000000e+02,5.208333333333333703e-01,3.700396825396825573e-01,6.656746031746031411e-01
1.530000000000000000e+02,8.005952380952381375e-01,8.799603174603174427e-01,6.398809523809523281e-01
1.540000000000000000e+02,7.728174603174603474e-01,8.442460317460317443e-01,6.785714285714286031e-01
1.550000000000000000e+02,5.178571428571429047e-01,4.365079365079365115e-01,6.160714285714286031e-01
1.560000000000000000e+02,5.704365079365079083e-01,5.763888888888888395e-01,6.746031746031746490e-01
1.570000000000000000e+02,6.845238095238095344e-01,7.787698412698412787e-01,8.442460317460317443e-01
1.580000000000000000e+02,6.746031746031746490e-01,7.013888888888888395e-01,6.954365079365079083e-01
1.590000000000000000e+02,7.579365079365079083e-01,8.382936507936508130e-01,6.954365079365079083e-01
