0.000000000000000000e+00,4.784784784784784639e-01,4.764764764764764515e-01,9.799799799799799871e-01,4.634634634634634542e-01,6.136136136136136621e-01,5.825825825825825532e-01,9.989989989989990216e-01,5.575575575575575371e-01,1.000000000000000000e+00,6.386386386386386782e-01,9.709709709709709591e-01,6.386386386386386782e-01
1.000000000000000000e+00,4.694694694694694914e-01,4.704704704704704699e-01,9.769769769769769407e-01,4.604604604604604634e-01,6.066066066066065909e-01,5.815815815815815748e-01,1.000000000000000000e+00,5.545545545545546018e-01,8.278278278278278224e-01,7.947947947947947567e-01,7.017017017017016522e-01,6.806806806806806609e-01
2.000000000000000000e+00,4.294294294294294101e-01,4.764764764764764515e-01,9.869869869869869472e-01,4.284284284284284317e-01,5.955955955955956060e-01,5.805805805805805964e-01,1.000000000000000000e+00,5.525525525525525339e-01,1.000000000000000000e+00,6.186186186186186653e-01,9.589589589589589957e-01,6.186186186186186653e-01
3.000000000000000000e+00,4.284284284284284317e-01,4.754754754754754731e-01,9.859859859859859688e-01,4.274274274274274532e-01,5.975975975975975629e-01,5.805805805805805964e-01,1.000000000000000000e+00,5.535535535535535123e-01,1.000000000000000000e+00,6.256256256256256254e-01,8.648648648648649129e-01,6.246246246246246470e-01
4.000000000000000000e+00,3.983983983983984123e-01,4.734734734734734607e-01,9.869869869869869472e-01,3.983983983983984123e-01,5.925925925925925597e-01,5.795795795795796179e-01,1.000000000000000000e+00,5.505505505505505770e-01,9.979979979979980431e-01,9.629629629629629095e-01,9.889889889889890151e-01,9.559559559559559494e-01
5.000000000000000000e+00,3.283283283283283116e-01,4.494494494494494230e-01,9.919919919919919504e-01,3.283283283283283116e-01,5.795795795795796179e-01,5.735735735735735252e-01,1.000000000000000000e+00,5.435435435435435059e-01,9.969969969969969537e-01,9.699699699699699806e-01,9.889889889889890151e-01,9.569569569569569278e-01
6.000000000000000000e+00,6.046046046046046341e-01,5.005005005005005447e-01,9.929929929929930399e-01,5.005005005005005447e-01,6.276276276276275823e-01,5.885885885885885349e-01,9.549549549549549710e-01,5.665665665665665651e-01,7.347347347347347180e-01,8.648648648648649129e-01,9.349349349349349581e-01,6.796796796796796825e-01
7.000000000000000000e+00,4.174174174174173912e-01,4.754754754754754731e-01,9.879879879879880367e-01,4.174174174174173912e-01,5.905905905905906028e-01,5.805805805805805964e-01,1.000000000000000000e+00,5.525525525525525339e-01,8.618618618618618665e-01,8.668668668668668698e-01,9.369369369369369149e-01,8.058058058058058526e-01
8.000000000000000000e+00,4.864864864864865135e-01,4.774774774774774855e-01,9.779779779779780302e-01,4.664664664664664451e-01,6.126126126126125726e-01,5.815815815815815748e-01,9.599599599599599742e-01,5.575575575575575371e-01,6.246246246246246470e-01,9.849849849849849903e-01,9.299299299299299548e-01,6.246246246246246470e-01
9.000000000000000000e+00,3.223223223223223299e-01,4.474474474474474661e-01,9.919919919919919504e-01,3.223223223223223299e-01,5.765765765765765716e-01,5.735735735735735252e-01,1.000000000000000000e+00,5.435435435435435059e-01,8.788788788788788331e-01,8.578578578578578417e-01,6.296296296296296502e-01,6.296296296296296502e-01
1.000000000000000000e+01,4.704704704704704699e-01,4.784784784784784639e-01,9.829829829829830334e-01,4.644644644644644882e-01,6.066066066066065909e-01,5.815815815815815748e-01,9.979979979979980431e-01,5.545545545545546018e-01,8.748748748748749193e-01,8.938938938938938428e-01,9.699699699699699806e-01,8.108108108108108558e-01
1.100000000000000000e+01,4.724724724724724823e-01,4.774774774774774855e-01,9.829829829829830334e-01,4.644644644644644882e-01,6.066066066066065909e-01,5.815815815815815748e-01,1.000000000000000000e+00,5.545545545545546018e-01,8.228228228228228192e-01,7.947947947947947567e-01,9.519519519519519246e-01,7.537537537537537524e-01
1.200000000000000000e+01,4.614614614614614418e-01,4.764764764764764515e-01,9.809809809809809655e-01,4.564564564564564386e-01,6.066066066066065909e-01,5.815815815815815748e-01,1.000000000000000000e+00,5.545545545545546018e-01,9.919919919919919504e-01,7.697697697697697405e-01,7.337337337337337395e-01,6.836836836836837072e-01
1.300000000000000000e+01,4.264264264264264193e-01,4.764764764764764515e-01,9.869869869869869472e-01,4.254254254254254408e-01,5.925925925925925597e-01,5.805805805805805964e-01,1.000000000000000000e+00,5.515515515515515554e-01,1.000000000000000000e+00,6.866866866866866426e-01,1.000000000000000000e+00,6.866866866866866426e-01
1.400000000000000000e+01,4.294294294294294101e-01,4.764764764764764515e-01,9.869869869869869472e-01,4.284284284284284317e-01,5.955955955955956060e-01,5.805805805805805964e-01,1.000000000000000000e+00,5.525525525525525339e-01,1.000000000000000000e+00,6.186186186186186653e-01,9.589589589589589957e-01,6.186186186186186653e-01
