Realization	utility	week	infra.
712	1	1461	11
712	1	1722	5
713	1	1669	5
715	1	1722	5
716	1	1826	5
717	1	1252	5
719	1	1200	5
720	1	1878	5
722	1	1356	5
725	1	1826	5
726	1	1461	5
728	1	991	11
728	1	1252	5
729	1	1774	5
731	1	1878	5
732	1	1617	5
735	1	1356	11
735	1	1617	5
736	1	1461	5
739	1	1461	11
739	1	1722	5
740	1	1252	11
740	1	1513	5
741	1	2035	5
742	1	1356	5
743	1	1408	5
746	1	1826	5
748	1	2295	5
751	1	1669	5
755	1	2295	5
756	1	1461	5
757	1	1982	5
758	1	1304	11
758	1	1565	5
759	1	1252	11
759	1	1513	5
760	1	1148	11
760	1	1461	5
761	1	1565	5
763	1	1565	5
765	1	1200	5
766	1	1565	5
767	1	2295	5
768	1	1826	5
769	1	1617	5
770	1	1148	5
772	1	1513	11
772	1	1774	5
773	1	1982	5
775	1	2035	5
777	1	2035	5
778	1	1669	5
779	1	2243	5
780	1	2243	5
784	1	1408	5
786	1	1356	5
787	1	1565	5
788	1	1252	5
789	1	1356	5
791	1	1982	5
793	1	1095	11
793	1	1356	5
794	1	1513	5
796	1	1408	5
798	1	1200	11
798	1	1461	5
799	1	2035	5
800	1	1930	5
802	1	1513	5
803	1	1774	5
804	1	2035	5
807	1	1982	5
809	1	1461	5
810	1	2035	5
816	1	1617	5
817	1	1722	5
819	1	2139	5
820	1	2035	5
822	1	1304	5
825	1	1617	5
826	1	2243	5
828	1	1356	5
829	1	1878	5
830	1	1774	5
831	1	1408	5
832	1	1774	5
833	1	1617	5
835	1	1461	5
837	1	1930	5
842	1	2243	5
844	1	1669	5
845	1	1148	5
846	1	1878	5
847	1	1565	5
850	1	1148	11
850	1	1513	5
852	1	1826	5
853	1	1252	5
