0.000000000000000000e+00,5.505505505505505770e-01,1.000000000000000000e+00,9.939939939939940183e-01,5.505505505505505770e-01,6.356356356356356319e-01,5.935935935935935381e-01,9.509509509509509462e-01,5.735735735735735252e-01,8.528528528528528385e-01,6.036036036036036556e-01,1.000000000000000000e+00,6.036036036036036556e-01
1.000000000000000000e+00,6.086086086086086588e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.086086086086086588e-01,6.356356356356356319e-01,5.925925925925925597e-01,9.429429429429428966e-01,5.725725725725725468e-01,8.828828828828828579e-01,6.056056056056056125e-01,1.000000000000000000e+00,6.056056056056056125e-01
2.000000000000000000e+00,6.056056056056056125e-01,1.000000000000000000e+00,9.559559559559559494e-01,6.056056056056056125e-01,6.356356356356356319e-01,5.925925925925925597e-01,9.419419419419419182e-01,5.725725725725725468e-01,8.668668668668668698e-01,6.046046046046046341e-01,1.000000000000000000e+00,6.046046046046046341e-01
3.000000000000000000e+00,5.565565565565565587e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.565565565565565587e-01,6.366366366366366103e-01,5.935935935935935381e-01,9.469469469469469214e-01,5.735735735735735252e-01,8.558558558558558849e-01,6.036036036036036556e-01,1.000000000000000000e+00,6.036036036036036556e-01
4.000000000000000000e+00,6.086086086086086588e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.086086086086086588e-01,6.356356356356356319e-01,5.925925925925925597e-01,9.429429429429428966e-01,5.725725725725725468e-01,8.828828828828828579e-01,6.056056056056056125e-01,1.000000000000000000e+00,6.056056056056056125e-01
5.000000000000000000e+00,5.965965965965965845e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.965965965965965845e-01,6.356356356356356319e-01,5.925925925925925597e-01,9.429429429429428966e-01,5.725725725725725468e-01,8.828828828828828579e-01,6.056056056056056125e-01,1.000000000000000000e+00,6.056056056056056125e-01
6.000000000000000000e+00,5.985985985985986524e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.985985985985986524e-01,6.356356356356356319e-01,5.925925925925925597e-01,9.429429429429428966e-01,5.725725725725725468e-01,8.828828828828828579e-01,6.056056056056056125e-01,1.000000000000000000e+00,6.056056056056056125e-01
7.000000000000000000e+00,5.565565565565565587e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.565565565565565587e-01,6.366366366366366103e-01,5.935935935935935381e-01,9.469469469469469214e-01,5.735735735735735252e-01,8.558558558558558849e-01,6.036036036036036556e-01,1.000000000000000000e+00,6.036036036036036556e-01
8.000000000000000000e+00,6.086086086086086588e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.086086086086086588e-01,6.356356356356356319e-01,5.925925925925925597e-01,9.419419419419419182e-01,5.725725725725725468e-01,8.668668668668668698e-01,6.046046046046046341e-01,1.000000000000000000e+00,6.046046046046046341e-01
9.000000000000000000e+00,6.096096096096096373e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.096096096096096373e-01,6.356356356356356319e-01,5.925925925925925597e-01,9.419419419419419182e-01,5.725725725725725468e-01,8.668668668668668698e-01,6.046046046046046341e-01,1.000000000000000000e+00,6.046046046046046341e-01
