0.000000000000000000e+00,4.524524524524524693e-01,8.268268268268268439e-01,1.000000000000000000e+00,4.524524524524524693e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.569569569569569278e-01,9.169169169169169020e-01,9.989989989989990216e-01,9.099099099099099419e-01
1.000000000000000000e+00,4.604604604604604634e-01,8.458458458458458784e-01,1.000000000000000000e+00,4.604604604604604634e-01,1.000000000000000000e+00,9.719719719719719375e-01,7.637637637637637589e-01,7.637637637637637589e-01,9.579579579579579063e-01,9.169169169169169020e-01,9.989989989989990216e-01,9.109109109109109204e-01
2.000000000000000000e+00,4.394394394394394165e-01,7.267267267267267794e-01,1.000000000000000000e+00,4.394394394394394165e-01,9.939939939939940183e-01,6.166166166166165974e-01,1.000000000000000000e+00,6.166166166166165974e-01,9.669669669669669343e-01,9.289289289289289764e-01,9.979979979979980431e-01,9.239239239239239732e-01
3.000000000000000000e+00,4.634634634634634542e-01,7.637637637637637589e-01,1.000000000000000000e+00,4.634634634634634542e-01,6.626626626626627159e-01,1.000000000000000000e+00,9.799799799799799871e-01,6.626626626626627159e-01,9.679679679679679127e-01,9.339339339339339796e-01,1.000000000000000000e+00,9.269269269269269085e-01
4.000000000000000000e+00,3.973973973973973783e-01,6.826826826826827288e-01,1.000000000000000000e+00,3.973973973973973783e-01,9.249249249249249516e-01,8.588588588588588202e-01,9.869869869869869472e-01,8.468468468468468568e-01,9.749749749749749839e-01,9.409409409409409397e-01,1.000000000000000000e+00,9.339339339339339796e-01
5.000000000000000000e+00,4.384384384384384381e-01,7.197197197197197083e-01,1.000000000000000000e+00,4.384384384384384381e-01,9.709709709709709591e-01,6.156156156156156189e-01,9.029029029029028708e-01,6.156156156156156189e-01,9.719719719719719375e-01,9.379379379379378934e-01,9.979979979979980431e-01,9.299299299299299548e-01
6.000000000000000000e+00,4.224224224224224500e-01,7.037037037037037202e-01,1.000000000000000000e+00,4.224224224224224500e-01,8.128128128128128127e-01,1.000000000000000000e+00,8.448448448448449000e-01,7.837837837837837718e-01,9.719719719719719375e-01,9.379379379379378934e-01,1.000000000000000000e+00,9.299299299299299548e-01
7.000000000000000000e+00,4.394394394394394165e-01,8.598598598598599096e-01,1.000000000000000000e+00,4.394394394394394165e-01,9.979979979979980431e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.979979979979980431e-01,9.419419419419419182e-01,9.149149149149149451e-01,9.979979979979980431e-01,9.029029029029028708e-01
8.000000000000000000e+00,4.504504504504504570e-01,7.667667667667668052e-01,1.000000000000000000e+00,4.504504504504504570e-01,8.958958958958959107e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.958958958958959107e-01,9.599599599599599742e-01,9.209209209209209268e-01,9.979979979979980431e-01,9.149149149149149451e-01
9.000000000000000000e+00,3.983983983983984123e-01,6.826826826826827288e-01,1.000000000000000000e+00,3.983983983983984123e-01,9.109109109109109204e-01,8.848848848848849258e-01,9.139139139139139667e-01,8.278278278278278224e-01,9.729729729729730270e-01,9.379379379379378934e-01,9.969969969969969537e-01,9.309309309309309333e-01
