Realization	utility	week	infra.
867	0	1513	4
867	0	1826	8
867	0	2087	9
868	0	2035	4
870	0	1148	8
871	0	1878	4
871	0	2191	8
872	0	1930	4
872	0	2243	8
874	0	1356	4
874	0	1669	8
874	0	2035	9
878	0	1826	4
878	0	2295	8
879	0	1095	8
879	0	1408	9
879	0	1722	4
879	0	1982	10
880	0	1408	4
880	0	1722	8
880	0	1982	9
880	0	2243	10
882	0	574	9
882	0	887	8
882	0	1408	4
882	0	1669	10
887	0	1617	4
887	0	1930	8
888	0	1200	8
888	0	1878	4
888	0	2139	9
889	0	834	8
889	0	1252	9
889	0	1565	4
889	0	1826	10
891	0	1565	4
891	0	1878	8
891	0	2139	9
892	0	1252	8
892	0	2191	4
893	0	2191	4
894	0	1565	4
894	0	1878	8
895	0	2243	4
896	0	2139	4
897	0	991	8
897	0	1461	4
897	0	1722	9
897	0	1982	10
898	0	991	8
898	0	1408	4
898	0	1669	9
898	0	1930	10
900	0	2191	4
901	0	1408	4
901	0	1722	8
901	0	1982	9
901	0	2243	10
903	0	2087	4
907	0	1669	4
907	0	1982	8
909	0	1982	4
910	0	1408	4
910	0	1722	8
910	0	1982	9
910	0	2243	10
912	0	1669	4
912	0	1982	8
912	0	2243	9
913	0	1617	4
913	0	1930	8
919	0	678	8
919	0	939	9
919	0	1200	10
919	0	1513	4
920	0	1200	8
920	0	2139	4
923	0	1982	4
926	0	1043	8
926	0	1565	4
926	0	1826	9
926	0	2087	10
928	0	1982	4
928	0	2295	8
929	0	1408	8
932	0	1565	4
932	0	1930	8
933	0	1774	4
933	0	2087	8
935	0	1095	4
935	0	1408	8
935	0	1930	9
935	0	2243	10
937	0	1722	4
937	0	2035	8
940	0	2191	4
942	0	1200	8
942	0	2087	4
943	0	2087	4
946	0	1513	4
946	0	1826	8
948	0	1565	4
948	0	1878	8
949	0	2087	4
950	0	939	8
950	0	1200	9
950	0	1513	4
950	0	1774	10
951	0	1043	8
951	0	1356	4
951	0	1617	9
951	0	1878	10
952	0	1617	4
952	0	1930	8
953	0	2035	4
954	0	2191	4
955	0	2243	4
956	0	1513	4
956	0	1826	8
956	0	2087	9
958	0	1722	4
958	0	2139	8
959	0	1878	4
959	0	2191	8
962	0	1252	8
963	0	1826	4
963	0	2139	8
966	0	2191	4
967	0	1669	4
967	0	2035	8
968	0	1148	8
968	0	1408	4
968	0	1669	9
968	0	1930	10
970	0	991	8
970	0	1304	4
970	0	1565	9
970	0	1826	10
971	0	2191	4
974	0	1252	4
974	0	1565	8
975	0	1095	8
979	0	1774	4
979	0	2087	8
980	0	1356	8
980	0	2243	4
981	0	1513	4
981	0	1826	8
981	0	2087	9
982	0	1826	4
982	0	2139	8
983	0	2035	4
985	0	1356	4
985	0	1669	8
986	0	1408	4
986	0	1722	8
986	0	1982	9
986	0	2243	10
987	0	834	8
987	0	1252	9
987	0	1565	4
987	0	1826	10
988	0	1252	8
988	0	1669	4
988	0	1930	9
988	0	2191	10
990	0	1722	4
990	0	2035	8
991	0	1617	4
991	0	1930	8
991	0	2191	9
993	0	887	8
993	0	1304	4
993	0	1565	9
993	0	1826	10
995	0	1565	4
995	0	1878	8
995	0	2139	9
998	0	1722	4
998	0	2035	8
3	1	2295	5
15	1	1826	5
29	1	2191	5
35	1	1982	5
41	1	2191	5
51	1	2087	5
56	1	2087	5
74	1	2139	5
93	1	2191	5
95	1	2191	5
113	1	1930	5
121	1	2295	5
125	1	2139	5
137	1	1774	5
141	1	2191	5
142	1	1982	5
152	1	2191	5
166	1	1774	5
169	1	2035	5
182	1	1982	5
187	1	2035	5
204	1	2191	5
210	1	2191	5
211	1	2139	5
219	1	1982	5
226	1	1878	5
233	1	2295	5
234	1	2139	5
238	1	2087	5
240	1	2191	5
257	1	2191	5
265	1	2139	5
266	1	1982	5
268	1	2139	5
283	1	1982	5
287	1	2035	5
291	1	2191	5
295	1	2087	5
304	1	2087	5
319	1	1930	5
321	1	2243	5
326	1	2191	5
333	1	2191	5
351	1	1930	5
363	1	2139	5
366	1	2139	5
372	1	2139	5
393	1	2139	5
394	1	2087	5
416	1	2243	5
417	1	1982	5
418	1	1826	5
421	1	2243	5
428	1	2035	5
457	1	1982	5
465	1	2191	5
467	1	2035	5
472	1	1826	5
486	1	2035	5
508	1	2243	5
513	1	2243	5
528	1	2087	5
533	1	2295	5
535	1	1878	5
555	1	2295	5
572	1	2087	5
574	1	1826	5
585	1	2035	5
589	1	2139	5
592	1	2035	5
594	1	2139	5
613	1	2191	5
643	1	2087	5
647	1	2139	5
672	1	2139	5
679	1	2295	5
686	1	2035	5
695	1	2035	5
702	1	1930	5
717	1	1982	5
736	1	2243	5
742	1	2139	5
760	1	2295	5
763	1	2191	5
766	1	2191	5
784	1	1982	5
787	1	2139	5
789	1	2139	5
793	1	2295	5
828	1	2243	5
831	1	2295	5
833	1	2243	5
835	1	2139	5
845	1	2191	5
853	1	2139	5
855	1	2087	5
859	1	2191	5
860	1	2191	5
879	1	2139	5
912	1	2295	5
919	1	2035	5
933	1	2191	5
950	1	2139	5
952	1	2191	5
956	1	2087	5
968	1	2191	5
986	1	2191	5
0	2	1461	4
1	2	1722	4
2	2	1617	4
3	2	2087	4
4	2	1669	4
7	2	1722	4
8	2	1878	4
9	2	1565	4
10	2	1878	4
11	2	1565	4
12	2	1878	4
13	2	2087	4
14	2	1200	4
15	2	1304	4
16	2	1565	4
17	2	2035	4
18	2	2295	4
20	2	1617	4
21	2	1200	4
29	2	1461	4
30	2	1513	4
35	2	1356	4
36	2	1669	4
38	2	1513	4
41	2	1513	4
42	2	2191	4
43	2	1408	4
45	2	1565	4
46	2	1722	4
47	2	1565	4
48	2	1982	4
50	2	1774	4
51	2	1669	4
52	2	1356	4
56	2	1565	4
58	2	1774	4
59	2	2087	4
60	2	1617	4
61	2	1930	4
63	2	1930	4
65	2	1826	4
66	2	1826	4
67	2	2243	4
70	2	1722	4
71	2	1669	4
72	2	1565	4
74	2	1513	4
76	2	1565	4
77	2	1669	4
82	2	1930	4
84	2	2139	4
87	2	1722	4
88	2	1617	4
91	2	1356	4
92	2	1878	4
93	2	1356	12
93	2	1565	4
94	2	1617	4
95	2	1043	4
99	2	2035	4
100	2	2035	4
104	2	1930	4
105	2	1878	4
108	2	1669	4
109	2	1461	4
110	2	1617	4
113	2	1356	4
115	2	2191	4
118	2	2139	4
