Realization	utility	week	infra.
119	2	1304	4
119	2	2295	12
120	2	1461	4
121	2	1617	4
122	2	1878	4
125	2	1669	4
131	2	1774	4
136	2	1878	4
137	2	1356	12
137	2	1565	4
140	2	1513	4
141	2	1200	4
141	2	2087	12
142	2	1356	4
143	2	1513	4
144	2	1669	4
148	2	2191	4
149	2	2035	4
152	2	1356	4
153	2	1669	4
158	2	1565	4
160	2	2191	4
162	2	2191	4
165	2	1669	4
166	2	1200	12
166	2	1617	4
167	2	1878	4
169	2	1356	4
175	2	1878	4
176	2	1408	4
178	2	1461	4
179	2	1356	4
182	2	1826	4
183	2	1878	4
185	2	1669	4
187	2	1252	4
188	2	1617	4
190	2	1356	4
192	2	1617	4
194	2	1669	4
195	2	1878	4
201	2	1617	4
201	2	2087	12
202	2	1617	4
204	2	1043	4
205	2	1513	4
207	2	1408	4
210	2	1356	4
211	2	1565	4
213	2	1513	4
216	2	1669	4
219	2	1565	4
219	2	2295	12
220	2	1774	4
222	2	1617	4
225	2	2295	4
226	2	1617	4
227	2	2035	4
228	2	2087	4
229	2	1252	4
230	2	1408	4
231	2	1826	4
232	2	1513	4
233	2	1669	4
234	2	1043	4
238	2	1982	4
240	2	1617	4
241	2	1513	4
242	2	1461	4
243	2	1304	4
245	2	2191	4
246	2	1461	4
247	2	1722	4
252	2	2139	4
255	2	1617	4
256	2	1565	4
257	2	1461	4
261	2	1617	4
264	2	1513	4
265	2	1200	4
266	2	1513	4
268	2	1200	4
272	2	1774	4
275	2	1461	4
279	2	1826	4
281	2	1565	4
282	2	2035	4
283	2	1930	4
285	2	1200	4
287	2	1252	4
288	2	1982	4
290	2	1669	4
291	2	1722	4
294	2	2087	4
295	2	1722	4
298	2	1617	4
299	2	2087	4
303	2	1982	4
304	2	1617	4
312	2	2295	4
316	2	1669	4
318	2	1774	4
319	2	1408	4
321	2	1826	4
323	2	1722	4
326	2	1252	4
327	2	1774	4
329	2	1878	4
333	2	1617	4
334	2	1148	4
335	2	1617	4
336	2	1878	4
338	2	1617	4
339	2	1513	4
340	2	2243	4
344	2	1408	4
345	2	1252	4
348	2	1513	4
351	2	1356	12
351	2	1461	4
354	2	1408	4
355	2	1930	4
357	2	1513	4
358	2	1461	4
360	2	1408	4
361	2	1513	4
362	2	1826	4
363	2	1878	4
364	2	1408	4
365	2	1722	4
366	2	1461	4
367	2	1930	4
368	2	1669	4
369	2	2035	4
370	2	2139	4
371	2	2191	4
372	2	1774	4
374	2	1774	4
375	2	1461	4
380	2	1408	4
383	2	2243	4
385	2	2139	4
389	2	1304	4
393	2	1565	4
394	2	1408	4
397	2	2087	4
398	2	1617	4
399	2	2087	4
403	2	1669	4
407	2	1930	4
408	2	1930	4
409	2	1252	4
410	2	1826	4
412	2	2295	4
413	2	1513	4
414	2	2087	4
415	2	1095	4
416	2	1408	4
417	2	1408	4
417	2	2295	12
418	2	1252	4
419	2	1826	4
421	2	1513	4
422	2	1513	4
425	2	1826	4
428	2	1408	4
430	2	1565	4
431	2	1669	4
432	2	2087	4
433	2	1669	4
434	2	1930	4
435	2	991	12
435	2	1304	4
441	2	1513	4
443	2	1878	4
445	2	2035	4
446	2	1304	4
448	2	2087	4
450	2	1356	12
450	2	1513	4
451	2	1565	4
453	2	1356	4
454	2	1617	4
455	2	1669	4
456	2	1408	4
457	2	1095	4
459	2	1513	4
461	2	1617	4
465	2	1356	4
466	2	1408	4
467	2	1095	4
468	2	1722	4
470	2	1356	4
472	2	1304	4
473	2	1461	4
474	2	1930	4
475	2	1513	4
476	2	1148	4
483	2	1878	4
484	2	1461	4
485	2	1930	4
486	2	1513	4
487	2	1617	4
489	2	1669	4
490	2	1722	4
494	2	1930	4
500	2	1774	4
504	2	1826	4
508	2	1565	4
510	2	1826	4
513	2	1565	4
514	2	2035	4
515	2	2139	4
519	2	1826	4
520	2	1408	4
524	2	1513	4
525	2	2139	4
528	2	1513	4
529	2	1774	4
530	2	1252	4
532	2	1930	4
533	2	1304	4
535	2	1669	4
536	2	1774	4
540	2	1095	4
543	2	1356	4
544	2	1461	4
545	2	1200	4
547	2	1565	4
553	2	1565	4
555	2	1408	4
556	2	1565	4
557	2	2243	4
562	2	1930	4
563	2	1461	4
564	2	1565	4
567	2	1826	4
570	2	1930	4
572	2	1878	4
573	2	1408	4
574	2	1617	4
578	2	1982	4
579	2	2139	4
580	2	1669	4
582	2	2191	4
584	2	1669	4
585	2	1669	4
587	2	1826	4
588	2	2243	4
589	2	1565	4
592	2	1408	4
594	2	1408	4
595	2	1356	4
596	2	1617	4
602	2	1356	4
604	2	1930	4
606	2	1669	4
607	2	2191	4
608	2	1826	4
609	2	1669	4
611	2	2035	4
612	2	1930	4
613	2	1513	4
614	2	2191	4
616	2	2191	4
618	2	1617	4
619	2	1826	4
623	2	1461	4
626	2	1513	4
628	2	1304	4
630	2	1565	4
631	2	1722	4
633	2	2087	4
634	2	1408	4
636	2	1722	4
637	2	2035	4
638	2	1982	4
640	2	1461	4
642	2	1565	4
643	2	1148	4
644	2	2035	4
646	2	2295	4
647	2	1200	4
650	2	1565	4
651	2	2087	4
652	2	1982	4
654	2	1722	4
657	2	1930	4
660	2	2087	4
661	2	2295	4
663	2	2191	4
664	2	2139	4
668	2	2139	4
669	2	1930	4
672	2	1617	4
674	2	1774	4
679	2	1200	4
681	2	1408	4
684	2	1669	4
686	2	1878	4
687	2	1200	4
691	2	2087	4
692	2	1826	4
694	2	1669	4
695	2	1930	4
699	2	1617	4
700	2	1930	4
701	2	1356	4
702	2	1356	4
702	2	2087	12
704	2	1565	4
705	2	1878	4
707	2	1617	4
708	2	2139	4
711	2	1774	4
713	2	2295	4
715	2	1252	4
716	2	1513	4
717	2	1095	4
719	2	1513	4
720	2	1565	4
722	2	1252	4
725	2	1617	4
726	2	1774	4
728	2	1252	12
728	2	1461	4
729	2	2035	4
731	2	1669	4
732	2	1304	4
734	2	1565	4
735	2	1356	4
736	2	1878	4
737	2	1408	4
739	2	1982	4
740	2	2035	4
742	2	1669	4
743	2	1930	4
746	2	1252	4
751	2	1722	4
752	2	1617	4
756	2	2087	4
757	2	2087	4
758	2	1304	4
759	2	1461	4
760	2	1461	4
761	2	1669	4
763	2	1565	4
765	2	1722	4
766	2	1669	4
767	2	2191	4
768	2	1252	4
769	2	1669	4
770	2	1513	4
772	2	1408	4
773	2	2087	4
775	2	1669	4
778	2	1878	4
780	2	2087	4
783	2	1878	4
784	2	939	4
786	2	1304	4
787	2	1565	4
788	2	1617	4
789	2	1461	4
793	2	1356	4
794	2	1982	4
795	2	2035	4
796	2	1774	4
798	2	1252	4
799	2	1617	4
800	2	1669	4
802	2	1565	4
803	2	1878	4
804	2	1669	4
809	2	1617	4
812	2	2035	4
816	2	2191	4
817	2	1461	4
819	2	2295	4
822	2	1669	4
824	2	1930	4
825	2	1878	4
828	2	1513	4
829	2	2295	4
830	2	2087	4
831	2	1722	4
832	2	1617	4
833	2	1461	4
835	2	1826	4
837	2	1930	4
842	2	1982	4
844	2	1304	4
845	2	1461	4
846	2	1513	4
847	2	1617	4
848	2	1565	4
850	2	1461	4
852	2	1408	4
853	2	1722	4
854	2	2035	4
855	2	1200	12
855	2	1461	4
859	2	2035	4
860	2	1043	4
861	2	1982	4
862	2	2035	4
864	2	1513	4
865	2	2035	4
866	2	1304	4
867	2	1513	4
868	2	2035	4
871	2	1878	4
872	2	1930	4
874	2	1356	4
878	2	1826	4
879	2	1722	4
880	2	1408	4
882	2	1408	4
887	2	1617	4
888	2	1878	4
889	2	1565	4
891	2	1565	4
892	2	2191	4
893	2	2191	4
894	2	1565	4
895	2	2243	4
896	2	2139	4
897	2	1461	4
898	2	1408	4
900	2	2191	4
901	2	1408	4
903	2	2087	4
907	2	1669	4
909	2	1982	4
910	2	1408	4
912	2	1669	4
913	2	1617	4
919	2	1513	4
920	2	2139	4
923	2	1982	4
926	2	1356	12
926	2	1565	4
928	2	1982	4
932	2	1565	4
933	2	1774	4
935	2	1095	4
937	2	1722	4
940	2	2191	4
942	2	2087	4
943	2	2087	4
946	2	1513	4
948	2	1565	4
949	2	2087	4
950	2	1513	4
951	2	1095	12
951	2	1356	4
952	2	1461	12
952	2	1617	4
953	2	2035	4
954	2	2191	4
955	2	2243	4
956	2	1513	4
958	2	1722	4
959	2	1878	4
963	2	1826	4
966	2	2191	4
967	2	1669	4
968	2	1408	4
970	2	1304	4
971	2	2191	4
974	2	1252	4
979	2	1774	4
980	2	2243	4
981	2	1513	4
982	2	1826	4
983	2	2035	4
985	2	1356	4
986	2	1408	4
987	2	1565	4
988	2	1669	4
990	2	1722	4
991	2	1617	4
993	2	1304	4
995	2	1565	4
998	2	1722	4
